locus_tag	GeneID	transcript_id	protein_id	product
BBA_00002	19883014	XM_008595099.1	XP_008593321.1	ABC transporter
BBA_00003	19883015	XM_008595100.1	XP_008593322.1	uncharacterized protein
BBA_00005	19883017	XM_008595102.1	XP_008593324.1	ABC transporter transmembrane region
BBA_00009	19883021	XM_008595106.1	XP_008593328.1	uncharacterized protein
BBA_00018	19883030	XM_008595115.1	XP_008593337.1	2OG-Fe(II) oxygenase family Oxidoreductase
BBA_00019	19883031	XM_008595116.1	XP_008593338.1	tat pathway signal sequence
BBA_00037	19883049	XM_008595134.1	XP_008593356.1	gp24-like protein
BBA_00039	19883051	XM_008595136.1	XP_008593358.1	uncharacterized protein
BBA_00064	19883076	XM_008595161.1	XP_008593383.1	uncharacterized protein
BBA_00067	19883079	XM_008595164.1	XP_008593386.1	2-nitropropane dioxygenase
BBA_00075	19883087	XM_008595172.1	XP_008593394.1	uncharacterized protein
BBA_00079	19883091	XM_008595176.1	XP_008593398.1	LysR family regulatory protein
BBA_00088	19883100	XM_008595185.1	XP_008593407.1	C6 finger domain protein
BBA_00089	19883101	XM_008595186.1	XP_008593408.1	uncharacterized protein
BBA_00096	19883108	XM_008595193.1	XP_008593415.1	uncharacterized protein
BBA_00104	19883116	XM_008595201.1	XP_008593423.1	uncharacterized protein
BBA_00114	19883126	XM_008595211.1	XP_008593433.1	uncharacterized protein
BBA_00120	19883132	XM_008595217.1	XP_008593439.1	uncharacterized protein
BBA_00125	19883137	XM_008595222.1	XP_008593444.1	PH domain-containing protein
BBA_00138	19883150	XM_008595235.1	XP_008593457.1	nuclear pore glycoprotein p62
BBA_00145	19883157	XM_008595242.1	XP_008593464.1	prenylated Rab acceptor 1
BBA_00148	19883160	XM_008595245.1	XP_008593467.1	homeobox domain-containing protein
BBA_00151	19883163	XM_008595248.1	XP_008593470.1	phosphotyrosyl phosphate activator protein
BBA_00152	19883164	XM_008595249.1	XP_008593471.1	uncharacterized protein
BBA_00157	19883169	XM_008595254.1	XP_008593476.1	DnaJ domain-containing protein
BBA_00160	19883172	XM_008595257.1	XP_008593479.1	uncharacterized protein
BBA_00161	19883173	XM_008595258.1	XP_008593480.1	RhoGAP domain-containing protein
BBA_00165	19883177	XM_008595262.1	XP_008593484.1	sulfate permease
BBA_00169	19883181	XM_008595266.1	XP_008593488.1	FKBP-type peptidyl-prolyl cis-trans isomerase
BBA_00176	19883188	XM_008595273.1	XP_008593495.1	DnaJ domain-containing protein
BBA_00192	19883204	XM_008595289.1	XP_008593511.1	Ribonuclease H1
BBA_00197	19883209	XM_008595294.1	XP_008593516.1	uncharacterized protein
BBA_00198	19883210	XM_008595295.1	XP_008593517.1	cellobiose dehydrogenase
BBA_00204	19883216	XM_008595301.1	XP_008593523.1	cyclin domain-containing protein
BBA_00206	19883218	XM_008595303.1	XP_008593525.1	uncharacterized protein
BBA_00211	19883223	XM_008595308.1	XP_008593530.1	integral membrane protein, putative
BBA_00212	19883224	XM_008595309.1	XP_008593531.1	proline dehydrogenase
BBA_00215	19883227	XM_008595312.1	XP_008593534.1	serine/threonine-protein kinase chk1
BBA_00218	19883230	XM_008595315.1	XP_008593537.1	regulator of G-protein signaling domain-containing protein
BBA_00220	19883232	XM_008595317.1	XP_008593539.1	CLAP1-like protein
BBA_00235	19883247	XM_008595332.1	XP_008593554.1	peptidase A4 family protein
BBA_00238	19883250	XM_008595335.1	XP_008593557.1	chaperone protein hchA
BBA_00246	19883258	XM_008595343.1	XP_008593565.1	cutinase-like protein
BBA_00260	19883272	XM_008595357.1	XP_008593579.1	RNA polymerase Rpb1
BBA_00263	19883275	XM_008595360.1	XP_008593582.1	uncharacterized protein
BBA_00264	19883276	XM_008595361.1	XP_008593583.1	YSIRK family gram-positive signal peptide
BBA_00268	19883280	XM_008595365.1	XP_008593587.1	uncharacterized protein
BBA_00277	19883289	XM_008595374.1	XP_008593596.1	SET domain-containing protein
BBA_00285	19883297	XM_008595382.1	XP_008593604.1	uncharacterized protein
BBA_00287	19883299	XM_008595384.1	XP_008593606.1	WD domain-containing protein
BBA_00290	19883302	XM_008595387.1	XP_008593609.1	uncharacterized protein
BBA_00298	19883310	XM_008595395.1	XP_008593617.1	putative U-snRNP-associated cyclophilin
BBA_00320	19883332	XM_008595417.1	XP_008593639.1	subunit of VP52-54 complex
BBA_00323	19883335	XM_008595420.1	XP_008593642.1	inosine-5-monophosphate dehydrogenase
BBA_00470	19883482	XM_008595567.1	XP_008593789.1	ATP-grasp enzyme-like protein
BBA_00471	19883483	XM_008595568.1	XP_008593790.1	catechol O-methyltransferase
BBA_00489	19883501	XM_008595586.1	XP_008593808.1	Actin-like protein, ARP5 class
BBA_00492	19883504	XM_008595589.1	XP_008593811.1	Got1 family protein
BBA_00495	19883507	XM_008595592.1	XP_008593814.1	SNARE protein, putative
BBA_00497	19883509	XM_008595594.1	XP_008593816.1	Sec63 Brl domain-containing protein
BBA_00502	19883514	XM_008595599.1	XP_008593821.1	Ras family protein
