locus_tag	GeneID	transcript_id	protein_id	product
BBA_00001	19883013	XM_008595098.1	XP_008593320.1	uncharacterized protein
BBA_00004	19883016	XM_008595101.1	XP_008593323.1	cell wall associated protein
BBA_00005	19883017	XM_008595102.1	XP_008593324.1	ABC transporter transmembrane region
BBA_00006	19883018	XM_008595103.1	XP_008593325.1	uncharacterized protein
BBA_00007	19883019	XM_008595104.1	XP_008593326.1	iron only hydrogenase large subunit domain-containing protein
BBA_00008	19883020	XM_008595105.1	XP_008593327.1	uncharacterized protein
BBA_00011	19883023	XM_008595108.1	XP_008593330.1	serine/threonine-protein kinase sck1
BBA_00012	19883024	XM_008595109.1	XP_008593331.1	ATP synthase H chain
BBA_00013	19883025	XM_008595110.1	XP_008593332.1	cellobiose dehydrogenase, putative
BBA_00014	19883026	XM_008595111.1	XP_008593333.1	serine/threonine-protein kinase psk1
BBA_00015	19883027	XM_008595112.1	XP_008593334.1	Transcription regulator cyclin
BBA_00017	19883029	XM_008595114.1	XP_008593336.1	ABC transporter
BBA_00019	19883031	XM_008595116.1	XP_008593338.1	tat pathway signal sequence
BBA_00021	19883033	XM_008595118.1	XP_008593340.1	LSM domain-containing protein
BBA_00022	19883034	XM_008595119.1	XP_008593341.1	inosine-uridine preferring nucleoside hydrolase
BBA_00025	19883037	XM_008595122.1	XP_008593344.1	uncharacterized protein
BBA_00027	19883039	XM_008595124.1	XP_008593346.1	Mitochondrial glycoprotein
BBA_00029	19883041	XM_008595126.1	XP_008593348.1	pumilio-family RNA binding repeat domain-containing protein
BBA_00030	19883042	XM_008595127.1	XP_008593349.1	AMP-binding enzyme, putative
BBA_00032	19883044	XM_008595129.1	XP_008593351.1	uncharacterized protein
BBA_00033	19883045	XM_008595130.1	XP_008593352.1	uncharacterized protein
BBA_00034	19883046	XM_008595131.1	XP_008593353.1	group II pyridoxal-5-phosphate decarboxylase
BBA_00037	19883049	XM_008595134.1	XP_008593356.1	gp24-like protein
BBA_00038	19883050	XM_008595135.1	XP_008593357.1	AMME syndrome protein
BBA_00041	19883053	XM_008595138.1	XP_008593360.1	WD domain-containing protein
BBA_00042	19883054	XM_008595139.1	XP_008593361.1	homoserine acetyltransferase family protein
BBA_00043	19883055	XM_008595140.1	XP_008593362.1	uncharacterized protein
BBA_00047	19883059	XM_008595144.1	XP_008593366.1	Cel5b-like protein
