# SignalP-6.0	Organism: Other	Timestamp: 20250305055626
# ID	Prediction	OTHER	SP(Sec/SPI)	LIPO(Sec/SPII)	TAT(Tat/SPI)	TATLIPO(Tat/SPII)	PILIN(Sec/SPIII)	CS Position
XP_008597851.1 uncharacterized protein BBA_04532 _Beauveria bassiana ARSEF 2860_	OTHER	1.000000	0.000010	0.000000	0.000000	0.000000	0.000000	
XP_008597852.1 uncharacterized protein BBA_04533 _Beauveria bassiana ARSEF 2860_	OTHER	1.000000	0.000002	0.000000	0.000000	0.000000	0.000000	
XP_008597853.1 uncharacterized protein BBA_04534 _Beauveria bassiana ARSEF 2860_	OTHER	0.996659	0.003332	0.000025	0.000008	0.000005	0.000007	
XP_008597858.1 ribosome biogenesis protein Brx1 _Beauveria bassiana ARSEF 2860_	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
XP_008597861.1 DNA-directed RNA polymerase III complex subunit Rpc37 _Beauveria bassiana ARSEF 2860_	OTHER	0.999874	0.000130	0.000009	0.000000	0.000000	0.000002	
XP_008597862.1 methionyl-tRNA synthetase _Beauveria bassiana ARSEF 2860_	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
XP_008597863.1 Sas10_Utp3_C1D family protein _Beauveria bassiana ARSEF 2860_	OTHER	1.000000	0.000001	0.000000	0.000000	0.000000	0.000000	
XP_008597866.1 uncharacterized protein BBA_04547 _Beauveria bassiana ARSEF 2860_	OTHER	0.999982	0.000024	0.000000	0.000000	0.000000	0.000000	
XP_008597867.1 DIE2_ALG10 family protein _Beauveria bassiana ARSEF 2860_	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
XP_008597868.1 uncharacterized protein BBA_04549 _Beauveria bassiana ARSEF 2860_	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
XP_008597870.1 uncharacterized protein BBA_04551 _Beauveria bassiana ARSEF 2860_	OTHER	1.000000	0.000002	0.000000	0.000000	0.000000	0.000000	
XP_008597874.1 translation initiation factor 1A_IF-1 _Beauveria bassiana ARSEF 2860_	OTHER	1.000000	0.000001	0.000000	0.000000	0.000000	0.000000	
XP_008597875.1 RTA1 like protein _Beauveria bassiana ARSEF 2860_	OTHER	1.000000	0.000002	0.000000	0.000000	0.000000	0.000000	
XP_008597878.1 uncharacterized protein BBA_04559 _Beauveria bassiana ARSEF 2860_	SP	0.000239	0.999120	0.000163	0.000173	0.000148	0.000139	CS pos: 21-22. Pr: 0.9719
XP_008597879.1 uncharacterized protein BBA_04560 _Beauveria bassiana ARSEF 2860_	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
XP_008597880.1 uncharacterized protein BBA_04561 _Beauveria bassiana ARSEF 2860_	OTHER	1.000000	0.000001	0.000000	0.000000	0.000000	0.000000	
XP_008597881.1 uncharacterized protein BBA_04562 _Beauveria bassiana ARSEF 2860_	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
XP_008597882.1 Nuf2 family protein _Beauveria bassiana ARSEF 2860_	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
XP_008597884.1 LMW6DL protein _Beauveria bassiana ARSEF 2860_	SP	0.000253	0.999129	0.000139	0.000175	0.000150	0.000137	CS pos: 17-18. Pr: 0.9818
XP_008597885.1 phosphotransferase enzyme family protein _Beauveria bassiana ARSEF 2860_	OTHER	1.000000	0.000001	0.000000	0.000000	0.000000	0.000000	
XP_008597886.1 putative 3-hydroxyisobutyrate dehydrogenase G6G8.5 _Beauveria bassiana ARSEF 2860_	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
XP_008597888.1 WD domain-containing protein _Beauveria bassiana ARSEF 2860_	OTHER	1.000000	0.000005	0.000000	0.000000	0.000000	0.000000	
XP_008597889.1 mitochondrial Rho GTPase _Beauveria bassiana ARSEF 2860_	OTHER	1.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
